#AUTOGENERATED	DONT EDIT
H043z00	Acute epiglottitis NOS
H15..00	Peritonsillar abscess - quinsy
F528.00	Acute bilateral otitis media
H041.00	Acute tracheitis
H042.00	Acute laryngotracheitis
H037.00	Recurrent acute tonsillitis
A340.00	Streptococcal sore throat
F520.00	Acute suppurative otitis media
F53z.00	Mastoiditis NOS
F526.00	Acute left otitis media
A330.00	Bordetella pertussis
H031.00	Acute follicular tonsillitis
F527.00	Acute right otitis media
A340200	Streptococcal pharyngitis
AA1..00	Vincents angina
F510000	Acute otitis media with effusion
F531.00	Chronic mastoiditis
F51..00	Nonsuppurative otitis media + eustachian tube disorders
F510.00	Acute non suppurative otitis media
A552.00	Postmeasles otitis media
F511.00	Chronic otitis media with effusion, serous
2DB5.00	O/E - tonsils - quinsy present
H010.00	Acute maxillary sinusitis
2DB6.00	O/E - follicular tonsillitis
65VA.00	Notification of whooping cough
F510100	Acute serous otitis media
65V7.00	Notification of scarlet fever
H011.00	Acute frontal sinusitis
H032.00	Acute ulcerative tonsillitis
A340300	Streptococcal tonsillitis
F541.00	Chronic myringitis without mention of otitis media
F525.00	Recurrent acute otitis media
H035.00	Acute bacterial tonsillitis
H043.00	Acute epiglottitis (non strep)
F520000	Acute suppurative otitis media tympanic membrane intact
F530z00	Acute mastoiditis NOS
F53..00	Mastoiditis and related conditions
H030.00	Acute erythematous tonsillitis
H1y2200	Parapharyngeal abscess
H041000	Acute tracheitis without obstruction
H1y2600	Pharynx or nasopharynx abscess
F531z00	Chronic mastoiditis NOS
F524.00	Purulent otitis media NOS
H012.00	Acute ethmoidal sinusitis
A331.00	Bordetella parapertussis
H035z00	Acute bacterial tonsillitis NOS
F510300	Acute sanguinous otitis media
AA1z.00	Vincents angina NOS
A34z.00	Streptococcal sore throat with scarlatina NOS
A340z00	Streptococcal sore throat NOS
H041z00	Acute tracheitis NOS
A340100	Streptococcal laryngitis
H023.00	Acute bacterial pharyngitis
H01y000	Acute pansinusitis
H03z.00	Acute tonsillitis NOS
F520z00	Acute suppurative otitis media NOS
F510z00	Acute nonsuppurative otitis media NOS
F520100	Acute suppurative otitis media tympanic membrane ruptured
F524000	Bilateral suppurative otitis media
AA11.00	Vincents gingivitis
F510200	Acute mucoid otitis media
A340000	Streptococcal angina
H042z00	Acute laryngotracheitis NOS
H1y2100	Pharynx or nasopharynx cellulitis
H042000	Acute laryngotracheitis without obstruction
H1y2300	Retropharyngeal abscess
F530.00	Acute mastoiditis
H023100	Acute staphylococcal pharyngitis
H01y.00	Other acute sinusitis
AA12.00	Vincents pharyngitis
H01z.00	Acute sinusitis NOS
H1y7500	Abscess of larynx
H14y600	Lingular tonsillitis
AA10.00	Vincents stomatitis
H033.00	Acute catarrhal tonsillitis
H013.00	Acute sphenoidal sinusitis
F531100	Post aural mastoid fistula
A322.00	Anterior nasal diphtheria
F53y000	Postauricular fistula
F53y.00	Other mastoid disorders
A32y.00	Other specified diphtheria
A33z.00	Whooping cough NOS
H040400	Acute haemophilus influenzae laryngitis
F53y100	Other mastoid disorder NOS
H043100	Acute epiglottitis with obstruction
F530000	Acute mastoiditis without complications
F530200	Gradenigos syndrome
A32z.00	Diphtheria NOS
F530100	Subperiosteal mastoid abscess
A986.00	Gonococcal pharynx infection
H1yz000	Abscess of trachea
H040x00	Acute bacterial laryngitis unspecified
H023z00	Acute bacterial pharyngitis NOS
FyuP200	[X]Other chronic suppurative otitis media
A33y.00	Whooping cough - other specified organism
A34..00	Streptococcal sore throat and scarlatina
A321.00	Nasopharyngeal diphtheria
F531000	Caries of mastoid
H035000	Acute pneumococcal tonsillitis
A383000	Fusobacterial necrotising tonsillitis
H034.00	Acute gangrenous tonsillitis
H01yz00	Other acute sinusitis NOS
F520300	Acute suppurative otitis media due to disease EC
A33y000	Bordetella bronchiseptica
Hyu2200	[X]Other chronic sinusitis
A33yz00	Other whooping cough NOS
H035100	Acute staphylococcal tonsillitis
H043000	Acute epiglottitis without obstruction
H041100	Acute tracheitis with obstruction
H042100	Acute laryngotracheitis with obstruction
FyuP500	[X]Otitis media in other diseases classified elsewhere
Hyu0200	[X]Acute tonsillitis due to other specified organisms
F530300	Acute mastoiditis with other complication
H023000	Acute pneumococcal pharyngitis
H014.00	Acute rhinosinusitis
FyuP700	[X]Other mastoiditis and related conditions
A323.00	Laryngeal diphtheria
Hyu0000	[X]Other acute sinusitis
A122000	Isolated tracheal tuberculosis
A12y300	Tuberculosis of nasal sinus
A154.00	Tuberculous mastoiditis
A32yz00	Other specified diphtheria NOS
Ayu3700	[X]Other diphtheria
Ayu3800	[X]Diphtheria, unspecified
Ayu3900	[X]Whooping cough due to other Bordetella species
Ayu3A00	[X]Whooping cough, unspecified
Ayu5500	[X]Other Vincents infections
F511000	Chronic tubotympanic catarrh
F511100	Serosanguinous chronic otitis media
F511200	Bilateral chronic serous otitis
F511300	Unilateral chronic serous otitis
F511z00	Chronic serous otitis media NOS
F512.00	Chronic otitis media with effusion, mucoid
F512000	Glue ear, unspecified
F512100	Mucosanguinous chronic otitis media
F512z00	Chronic mucoid otitis media NOS
F513.00	Chronic otitis media with effusion, other
F513100	Chronic otitis media with effusion, purulent
F513z00	Other chronic nonsuppurative otitis media NOS
F514.00	Unspecified nonsuppurative otitis media
F514100	Serous otitis media NOS
F514200	Catarrhal otitis media NOS
F514300	Mucoid otitis media NOS
F514z00	Nonsuppurative otitis media NOS
F515.00	Eustachian tube salpingitis
F515000	Unspecified eustachian tube salpingitis
F515100	Acute eustachian tube salpingitis
F515200	Chronic eustachian tube salpingitis
F515z00	Eustachian tube salpingitis NOS
F518.00	Chronic otitis media with effusion, unspecified
F52..00	Suppurative and unspecified otitis media
F521.00	Chronic suppurative otitis media, tubotympanic
F522.00	Chronic suppurative otitis media, atticoantral
F523.00	Chronic suppurative otitis media NOS
F540100	Unspecified acute tympanitis
F540200	Bullous myringitis
F540z00	Acute myringitis NOS
F543.00	Tympanic atelectasis
F551.00	Adhesive middle ear disease
F551000	Unspecified adhesive middle ear disease
F551100	Adhesions drum head to incus
F551200	Adhesions drum head to stapes
F551300	Adhesions drum head to promontory
F551z00	Adhesive middle ear disease NOS
F55y000	Cholesterol granuloma
FyuP000	[X]Other acute nonsuppurative otitis media
FyuP100	[X]Other chronic nonsuppurative otitis media
FyuPD00	[X]Mastoiditis in infectious and parasitic diseases classified elsewhere
FyuU600	[X]Other disorders following mastoidectomy
H044.00	Croup
H060500	Acute tracheobronchitis
H13..00	Chronic sinusitis
H13y.00	Other chronic sinusitis
H13yz00	Other chronic sinusitis NOS
H13z.00	Chronic sinusitis NOS
H16..00	Chronic laryngitis and laryngotracheitis
H161.00	Chronic laryngotracheitis
H300.00	Tracheobronchitis NOS
H301.00	Laryngotracheobronchitis
H31y000	Chronic tracheitis
H31y100	Chronic tracheobronchitis
H040500	Acute pneumococcal laryngitis
H05z.00	Upper respiratory infection NOS
H040.00	Acute laryngitis
H02..00	Acute pharyngitis
H00..00	Acute nasopharyngitis
H02z.00	Acute pharyngitis NOS
H27..00	Influenza
H120.00	Chronic rhinitis
H120100	Chronic catarrhal rhinitis
H044.00	Croup
H27z.00	Influenza NOS
H07..00	Chest cold
H054.00	Recurrent upper respiratory tract infection
H160400	Laryngitis sicca
H121.00	Chronic pharyngitis
H055.00	Pharyngolaryngitis
H024.00	Acute viral pharyngitis
H040w00	Acute viral laryngitis unspecified
H16z.00	Chronic laryngitis NOS
H051.00	Acute upper respiratory tract infection
H0...00	Acute respiratory infections
16L..00	Influenza-like symptoms
H036.00	Acute viral tonsillitis
A740.00	Herpangina
H12..00	Chronic pharyngitis and nasopharyngitis
H053.00	Tracheopharyngitis
H040200	Acute catarrhal laryngitis
H16..00	Chronic laryngitis and laryngotracheitis
A79A.00	Respiratory syncytial virus infection
H122.00	Chronic nasopharyngitis
H120z00	Chronic rhinitis NOS
H121z00	Chronic pharyngitis NOS
H160.00	Chronic laryngitis
H120200	Chronic hypertrophic rhinitis
H05y.00	Other upper respiratory infections of multiple sites
H271000	Influenza with laryngitis
H04z.00	Acute laryngitis and tracheitis NOS
H120400	Chronic infective rhinitis
H120300	Chronic atrophic rhinitis
H160100	Chronic catarrhal laryngitis
H050.00	Acute laryngopharyngitis
H043200	Acute obstructive laryngitis
H0z..00	Acute respiratory infection NOS
H052.00	Pharyngotracheitis
H022.00	Acute ulcerative pharyngitis
H121200	Granular pharyngitis
H040z00	Acute laryngitis NOS
H271z00	Influenza with respiratory manifestations NOS
H0y..00	Other specified acute respiratory infections
A7y0200	Resp syncytial virus as cause of dis class to other chapters
H021.00	Acute phlegmonous pharyngitis
2DC2.00	O/E - granular pharyngitis
H160000	Chronic simple laryngitis
H05..00	Other acute upper respiratory infections
H040000	Acute oedematous laryngitis
H120000	Chronic simple rhinitis
H271100	Influenza with pharyngitis
H27yz00	Influenza with other manifestations NOS
H040300	Acute phlegmonous laryngitis
H020.00	Acute gangrenous pharyngitis
H121100	Atrophic pharyngitis
H1y..00	Other specified diseases of upper respiratory tract
H160z00	Chronic laryngitis NOS
H04..00	Acute laryngitis and tracheitis
H120600	Chronic membranous rhinitis
H120500	Chronic ulcerative rhinitis
H271.00	Influenza with other respiratory manifestation
H121600	Chronic follicular pharyngitis
H121000	Simple chronic pharyngitis
H27y.00	Influenza with other manifestations
H160200	Chronic hypertrophic laryngitis
H040600	Acute suppurative laryngitis
Hyu0.00	[X]Acute upper respiratory infections
H12z.00	Chronic pharyngitis and nasopharyngitis NOS
H040100	Acute ulcerative laryngitis
Hyu2.00	[X]Other diseases of the upper respiratory tract
Hyu2A00	[X]Other specified diseases of upper respiratory tract
FyuP400	[X]Otitis media in viral diseases classified elsewhere
H160300	Chronic atrophic laryngitis
173e.00	Viral wheeze
Hyu0100	[X]Acute pharyngitis due to other specified organisms
H29..00	Avian influenza
4JU5.00	Influenza B virus detected
4JU2.00	Influenza H3 virus detected
4JU0.00	Influenza H1 virus detected
4JUB.00	Respiratory syncytial virus untyped strain detected
4JUF.00	Human parainfluenza virus detected
4JUA.00	Respiratory syncytial virus B detected
4JU9.00	Respiratory syncytial virus A detected
4JU4.00	Influenza A virus, other or untyped strain detected
Hyu0700	[X]Influenza+other manifestations, virus not identified
Hyu0600	[X]Influenza+oth respiratory manifestatns,virus not identifd
AyuKN00	[X]Resp syncytial virus/cause/diseases classfd/oth chapters
Hyu0500	[X]Influenza+other manifestations,influenza virus identified
4JUJ.00	Other respiratory virus detected
H2A..00	Influenza due to Influenza A virus subtype H1N1
1W0..00	Possible influenza A virus H1N1 subtype
1J72.00	Suspected influenza A virus subtype H1N1 infection
4J3L.00	Influenza A virus H1N1 subtype detected
4JU3.00	Influenza H5 virus detected
4JU1.00	Influenza H2 virus detected
38QB.00	Westley Croup Score
H27y100	Influenza with gastrointestinal tract involvement
1C93.00	Persistent sore throat
2DC3.00	Inflamed throat
A123.00	Tuberculous laryngitis
A12y100	Tuberculosis of nasopharynx
A772.00	Viral pharyngoconjunctivitis
A78A100	Chlamydial infection of pharynx
AA12.00	Vincents pharyngitis
H014.00	Acute rhinosinusitis
H030.00	Acute erythematous tonsillitis
H031.00	Acute follicular tonsillitis
H032.00	Acute ulcerative tonsillitis
H033.00	Acute catarrhal tonsillitis
H034.00	Acute gangrenous tonsillitis
H037.00	Recurrent acute tonsillitis
H03z.00	Acute tonsillitis NOS
H040400	Acute haemophilus influenzae laryngitis
H042000	Acute laryngotracheitis without obstruction
H042100	Acute laryngotracheitis with obstruction
H042z00	Acute laryngotracheitis NOS
H043000	Acute epiglottitis without obstruction
H043100	Acute epiglottitis with obstruction
H043z00	Acute epiglottitis NOS
H120700	Chronic fibrinous rhinitis
H121300	Hypertrophic pharyngitis
H121400	Pharyngitis keratosa
H121500	Pharyngitis sicca
H143.00	Chronic adenotonsillitis
H14y500	Caseous tonsillitis
H14y600	Lingular tonsillitis
H161.00	Chronic laryngotracheitis
H18..00	Vasomotor rhinitis
H1y2100	Pharynx or nasopharynx cellulitis
H1y5100	Cellulitis of vocal cords
H1y5200	Granuloma of vocal cords
H1y5400	Singers chorditis
H1y5500	Fibrinous chorditis
H1y5700	Chorditis vocalis inferior
H1y7100	Cellulitis of larynx
H1y7200	Perichondritis of larynx
H1yz.00	Other upper respiratory tract diseases NOS
H1yzz00	Other upper respiratory tract disease NOS
H1z..00	Upper respiratory tract disease NOS
H2...00	Pneumonia and influenza
H270.00	Influenza with pneumonia
H270000	Influenza with bronchopneumonia
H270100	Influenza with pneumonia, influenza virus identified
H270z00	Influenza with pneumonia NOS
H27y000	Influenza with encephalopathy
H2D..00	Influenza due to zoonotic influenza virus
H2E..00	Influenza due to pandemic influenza virus
H2F..00	Influenza due to seasonal influenza virus
H2F0.00	Influenza with pneumonia due to seasonal influenza virus
H2Fy.00	Influenza with other respiratory manifestation due to seasonal influenza virus
H2Fz.00	Influenza with other manifestations due to seasonal influenza virus
H2y..00	Other specified pneumonia or influenza
H2z..00	Pneumonia or influenza NOS
H301.00	Laryngotracheobronchitis
Hyu0200	[X]Acute tonsillitis due to other specified organisms
Hyu0400	[X]Influenza with other respiratory manifestations, influenza virus identified
K190z00	Urinary tract infection, site not specified NOS
K15..00	Cystitis
K190.00	Urinary tract infection, site not specified
K155.00	Recurrent cystitis
L166.00	Genitourinary tract infections in pregnancy
K190400	Chronic urinary tract infection
K190300	Recurrent urinary tract infection
K152y00	Chronic cystitis unspecified
A161.00	Tuberculosis of bladder
K190100	Pyuria, site not specified
L166600	Urinary tract infection following delivery
Q40y100	Neonatal urinary tract infection
L166800	Urinary tract infection complicating pregnancy
1J4..00	Suspected UTI
1AG..00	Recurrent urinary tract infections
A981100	Acute gonococcal cystitis
K15z.00	Cystitis NOS
K190200	Post operative urinary tract infection
L166z00	Genitourinary tract infection in pregnancy NOS
K150.00	Acute cystitis
L166300	Genitourinary tract infection in pregnancy - not delivered
L166100	Genitourinary tract infection in pregnancy - delivered
K172.00	Candidal urethritis
AD10200	Trichomonal urethritis
L166000	Genitourinary tract infection in pregnancy unspecified
K213.00	Prostatocystitis
K154200	Cystitis in bilharziasis
K15y200	Abscess of bladder
K154700	Cystitis in trichomoniasis
A983100	Chronic gonococcal cystitis
K154000	Cystitis in actinomycosis
K154600	Cystitis in moniliasis
K154800	Cystitis in tuberculosis
Lyu6100	[X]Other genitourinary tract infections following delivery
K154500	Cystitis in gonorrhoea
A32y300	Diphtheritic cystitis
Kyu5100	[X]Other cystitis
Kyu5000	[X]Other chronic cystitis
K190500	Urinary tract infection
K154100	Cystitis in amoebiasis
8CMWE00	On urinary tract infection care pathway
SP07Q00	Catheter-associated urinary tract infection
A160.00	Tuberculosis of kidney
A160000	Tuberculous nephropathy
A160100	Tuberculous pyelitis
A160z00	Tuberculosis of kidney NOS
A162.00	Tuberculosis of ureter
A163.00	Tuberculosis of other urinary organs
A168.00	Tuberculosis of urinary tract
A844100	Plasmodium malariae malaria with nephropathy
A954.00	Syphilis of kidney
A994.00	Nonspecific urethritis
AC2z000	Echinococcosis kidney
K01x200	Nephrotic syndrome in malaria
K08y700	Acute infective interstitial nephritis
K0A9.00	Cytomegalovirus-induced glomerulonephritis
K0y0.00	Late syphilis of kidney
K10..00	Infections of kidney
K152.00	Other chronic cystitis
K152z00	Other chronic cystitis NOS
K154300	Cystitis in echinococcus infestation
K154400	Cystitis in diphtheria
K15y.00	Other specified cystitis
K15yz00	Other cystitis NOS
L09y400	Urinary tract infection following abortive pregnancy
L166500	Infections of kidney in pregnancy
L178.00	Infections of urethra in pregnancy
Lyu2300	[X]Infections of other parts of urinary tract in pregnancy
Lyu2400	[X]Other and unspecified genitourinary tract infection in pregnancy
